[00:00:00,000 -> 00:00:02,000] Hello大家好
[00:01:04,560 -> 00:01:06,319] 就是看到了这些comments
[00:01:06,519 -> 00:01:08,040] 然后就很影响心情
[00:01:08,040 -> 00:01:10,280] 还有小伙伴我看到在后面去跟他们吵
[00:01:10,280 -> 00:01:12,840] 然后说就是去做一些解释
[00:01:12,959 -> 00:01:14,920] 我这就统一解释一下
[00:01:14,920 -> 00:01:18,239] 以后就这个我觉得就不需要再争吵了
[00:01:18,239 -> 00:01:19,560] 如果小伙伴你
[00:01:19,760 -> 00:01:22,599] 有的网友网名
[00:01:22,719 -> 00:01:23,640] 我不想叫他们网友
[00:01:23,640 -> 00:01:25,560] 就是看了这个视频还是要
[00:01:25,560 -> 00:01:26,480] 非要这么说的话
[00:01:26,480 -> 00:01:27,319] 那我也没办法
[00:01:27,319 -> 00:01:29,480] 就是我也不会尽你们的言
[00:01:29,519 -> 00:01:31,760] 但是我觉得大家就不需要去跟他们争吵了
[00:01:31,799 -> 00:01:32,959] 那我就直接讲一下
[00:01:32,959 -> 00:01:34,079] 我这个事情是怎么想的
[00:01:34,079 -> 00:01:37,280] 首先我觉得不应该中英夹杂
[00:01:37,280 -> 00:01:37,519] 对
[00:01:37,519 -> 00:01:39,319] 就是我会尽可能的去做到
[00:01:39,319 -> 00:01:40,159] 只说中文
[00:01:40,159 -> 00:01:41,359] 在我的视频里边
[00:01:42,359 -> 00:01:45,120] 大家看到的是我仍然有一些中英夹杂
[00:01:45,120 -> 00:01:46,920] 大家没看到的是我在背后的努力
[00:01:46,920 -> 00:01:47,400] 对吧
[00:01:47,400 -> 00:01:50,640] 就是我可能一句话里边有三句是中英夹杂的
[00:01:50,640 -> 00:01:52,000] 但是如果我发现了
[00:01:52,000 -> 00:01:52,799] 及时发现的话
[00:01:52,799 -> 00:01:54,200] 我会马上重新说
[00:01:54,200 -> 00:01:57,840] 所以你现在看到的这些视频已经是我改造很多的结果
[00:01:57,879 -> 00:02:00,239] 我觉得不中英夹杂
[00:02:00,239 -> 00:02:02,120] 只说中文是有道理的
[00:02:02,159 -> 00:02:03,560] 因为一方面我是中国人
[00:02:03,560 -> 00:02:05,099] 然后中文是我的母语我能尽可能的用中文表达我就用中文是有道理的因为一方面我是中国人然后中文是我的母语
[00:02:05,099 -> 00:02:06,700] 我能尽可能的用中文表达
[00:02:06,700 -> 00:02:07,700] 我就用中文表达
[00:02:07,700 -> 00:02:10,599] 第二我知道很多我的频道的观众是
[00:02:10,599 -> 00:02:11,900] 不知道不懂英文的
[00:02:11,900 -> 00:02:12,800] 我觉得这也没问题
[00:02:12,800 -> 00:02:15,699] 我希望不懂英文也完全能看到
[00:02:15,699 -> 00:02:17,000] 看懂我频道的内容
[00:02:17,000 -> 00:02:18,000] 包括有很多家长
[00:02:18,000 -> 00:02:19,199] 说实话我听说了
[00:02:19,199 -> 00:02:20,699] 有很多家长在看我的视频
[00:02:20,699 -> 00:02:22,000] 然后他们就很苦恼
[00:02:22,000 -> 00:02:23,400] 我姥姥就在看我的视频
[00:02:23,400 -> 00:02:26,240] 我希望我姥姥能听懂我说的所有东西
[00:02:26,240 -> 00:02:29,199] 我不希望她因为我说太多英文而听不懂我的东西
[00:02:29,400 -> 00:02:32,039] 所以我觉得不应该这种人家讲
[00:02:32,039 -> 00:02:34,439] 我会尽可能的去只说中文
[00:02:34,759 -> 00:02:36,439] 可是另外一方面
[00:02:36,639 -> 00:02:39,759] 比如说其实我我是有一个驼背的毛病的
[00:02:39,759 -> 00:02:41,520] 但是我不会因为驼背我就不出门了
[00:02:41,520 -> 00:02:41,960] 对吧
[00:02:42,080 -> 00:02:45,199] 就是我是有一个就是我的背是弯的就是我不会因为驼背我就不出門了對吧就是我是有一個就是我的背是彎的
[00:02:45,439 -> 00:02:47,599] 就是我不會因為駝背就不出門了
[00:02:47,599 -> 00:02:48,080] 為什麼
[00:02:48,080 -> 00:02:51,960] 因為就是生命中有太多比駝背更重要的事情
[00:02:51,960 -> 00:02:52,360] 對吧
[00:02:52,599 -> 00:02:56,960] 所以說在中英夾雜這個事情
[00:02:56,960 -> 00:02:59,000] 在我看來它是一個問題
[00:02:59,000 -> 00:03:01,280] 但是它不是最重要的問題
[00:03:01,400 -> 00:03:04,159] 那在我看來什麼東西更加重要呢
[00:03:04,280 -> 00:03:06,080] 第一就是這個内容本身
[00:03:06,080 -> 00:03:08,000] 内容本身它是不是有意义
[00:03:08,000 -> 00:03:10,639] 然后是我的表达够不够流畅
[00:03:10,639 -> 00:03:12,800] 尤其在我采访嘉宾的时候
[00:03:12,800 -> 00:03:15,039] 就是我不希望我去要求我
[00:03:15,039 -> 00:03:18,319] 或者要求我的嘉宾去只说中文
[00:03:18,319 -> 00:03:20,560] 而影响了我们思维的流畅性
[00:03:20,560 -> 00:03:21,599] 就是表达的流畅性
[00:03:21,599 -> 00:03:22,560] 我觉得还是第二位的
[00:03:22,560 -> 00:03:23,680] 思维的流畅性
[00:03:23,680 -> 00:03:25,400] 很多时候你在采访的时候
[00:03:25,400 -> 00:03:27,319] 那个点过去了就过去了
[00:03:27,319 -> 00:03:28,280] 你就想不起来了
[00:03:28,479 -> 00:03:31,039] 你这个时候你应该把所有的
[00:03:31,080 -> 00:03:32,319] 我刚想说attention
[00:03:32,319 -> 00:03:35,520] 你所有的注意力都放在采访这件事情
[00:03:35,520 -> 00:03:38,479] 本身和尽可能的去挖掘嘉宾
[00:03:38,479 -> 00:03:41,719] 或者你自己思想里边比较深刻的地方
[00:03:41,759 -> 00:03:45,000] 而不应该把精力放在这么多的形式上
[00:03:45,000 -> 00:03:45,960] 我不是一个全职UP主
[00:03:45,960 -> 00:03:49,479] 我不会就是把太多时间精力放在做视频上的
[00:03:49,479 -> 00:03:52,400] 所以说在这个我有限的时间精力下
[00:03:52,400 -> 00:03:55,800] 我会优先保证内容和这个思维
[00:03:55,840 -> 00:03:58,719] 而不是就是中英++的这件小事
[00:03:58,759 -> 00:03:59,879] 另外一个比较重要的点
[00:04:00,080 -> 00:04:03,080] 就是很多英文词和中文词看似可以翻译
[00:04:03,080 -> 00:04:06,719] 但是其实它是有很不一样的意思的
[00:04:06,719 -> 00:04:08,479] 尤其是你在那个语境下
[00:04:08,520 -> 00:04:10,639] 比如说采访Richard这集吧
[00:04:10,639 -> 00:04:12,439] 我随便拿出来几句话
[00:04:12,439 -> 00:04:13,680] 就是take initiative
[00:04:13,800 -> 00:04:15,159] 这个东西在中文的翻译
[00:04:15,159 -> 00:04:17,279] 其实我一直不知道中文是怎么翻译的
[00:04:17,279 -> 00:04:18,199] 大家欢迎告诉我
[00:04:18,199 -> 00:04:20,680] 但是我觉得这个语境也是不一样的
[00:04:20,800 -> 00:04:23,439] 然后我就随便举了一段话
[00:04:23,560 -> 00:04:26,439] 他说你要去找你的resource
[00:04:26,439 -> 00:04:27,639] 你要找support
[00:04:27,639 -> 00:04:29,360] 然后你要能去rally你的peer
[00:04:29,360 -> 00:04:30,319] 大概是这个意思
[00:04:30,360 -> 00:04:32,920] peer这个词其实又是一个很难被翻译的
[00:04:32,920 -> 00:04:34,279] 你说是同事吗
[00:04:34,319 -> 00:04:35,000] 其实不是
[00:04:35,000 -> 00:04:36,839] 它代表的是一个平级的关系
[00:04:36,879 -> 00:04:38,279] 但是你如果说平级的话
[00:04:38,279 -> 00:04:39,439] 其实和peer又不一样
[00:04:39,439 -> 00:04:41,920] 就是我觉得平级更多的是强调
[00:04:41,920 -> 00:04:43,279] 它是一个平等的关系
[00:04:43,279 -> 00:04:47,120] peer更强调的是你们是一个一起工作的这种感觉
[00:04:47,120 -> 00:04:49,360] 包括他说drive initiative
[00:04:49,360 -> 00:04:52,120] drive这个词你如果用开车或者说驾驶
[00:04:52,120 -> 00:04:55,439] 又和这个driver的这个感觉是不一样的
[00:04:55,439 -> 00:04:59,480] 所以说就是你如果能get out
[00:04:59,480 -> 00:05:05,240] 如果你能了解到这里边的一些文化上的区别或者语境的区别
[00:05:05,240 -> 00:05:12,199] 然后你会发现很多时候我在使用或者说我的嘉宾们在使用这些英文单词的时候
[00:05:12,199 -> 00:05:14,040] 是有他们当时的一个语境的
[00:05:14,040 -> 00:05:18,399] 且这就是他们平时最习惯的最适合的表达
[00:05:18,600 -> 00:05:22,600] 大家一方面在吐槽互联网企业发明的一些词是吧
[00:05:22,600 -> 00:05:24,360] 什么对棋拉棋是吧
[00:05:24,360 -> 00:05:25,399] 对碰一下
[00:05:25,439 -> 00:05:28,199] 一方面又反对我们使用英文
[00:05:28,199 -> 00:05:30,000] 那其实这个语言的道路越走越窄
[00:05:30,000 -> 00:05:31,279] 也会影响大家表达的
[00:05:31,319 -> 00:05:32,920] 我不希望大家focus在形式上
[00:05:32,920 -> 00:05:35,199] 我不希望大家把注意力放在形式上
[00:05:35,240 -> 00:05:38,000] 我希望大家还是把注意力
[00:05:38,000 -> 00:05:39,199] 多放在内容上
[00:05:39,240 -> 00:05:40,160] 不过话说回来
[00:05:40,160 -> 00:05:41,920] 为什么我不care那些评论
[00:05:41,959 -> 00:05:43,199] 我不在乎那些评论
[00:05:43,240 -> 00:05:44,519] 你看还是有点不一样的
[00:05:44,519 -> 00:05:45,680] 我不care那些评论我也不希望我的观众们care那些评论我不在乎那些评论你看还是有点不一样的我不care那些评论
[00:05:45,839 -> 00:05:48,480] 我也不希望我的观众们care那些评论
[00:05:48,680 -> 00:05:53,439] 因为其实我比较关注的这些评论
[00:05:53,439 -> 00:05:56,160] 是你constructive feedback
[00:05:56,199 -> 00:05:56,480] 对吧
[00:05:56,480 -> 00:05:58,560] 就是你可以告诉我
[00:05:58,680 -> 00:06:00,680] 你哪做的不好
[00:06:00,680 -> 00:06:02,800] 你指出我事实上的错误
[00:06:02,800 -> 00:06:04,360] 你指出我逻辑上的错误
[00:06:04,399 -> 00:06:07,199] 你指出我假设上的错误
[00:06:07,199 -> 00:06:08,879] 或者说你就直接告诉我的结论
[00:06:08,879 -> 00:06:09,680] 你觉得不对
[00:06:09,720 -> 00:06:11,079] 这些我觉得都很好
[00:06:11,120 -> 00:06:13,560] 但是你去跟我去
[00:06:14,560 -> 00:06:18,360] pick对吧 nitpicking挑剔我的形式
[00:06:18,519 -> 00:06:22,000] 最后会导致我说话就是思前想后
[00:06:22,000 -> 00:06:23,800] 我觉得我会影响我的表达的
[00:06:23,879 -> 00:06:24,680] 这是一
[00:06:24,800 -> 00:06:25,319] 第二我觉得我很喜欢一个公众号作者六神雷雷他总结得很好就是思前想后我觉得我会影响我的表达的这是一第二呢
[00:06:25,319 -> 00:06:27,800] 我觉得就是我很喜欢一个
[00:06:27,800 -> 00:06:28,600] 公众号作者
[00:06:28,600 -> 00:06:29,120] 六神雷雷
[00:06:29,120 -> 00:06:29,879] 他总结的很好
[00:06:29,879 -> 00:06:31,600] 就是他觉得很多网民在
[00:06:31,600 -> 00:06:33,800] 他说他自己越来越不想表达了
[00:06:33,800 -> 00:06:35,959] 因为他觉得很多网民到最后
[00:06:35,959 -> 00:06:37,639] 找的无非是两件事
[00:06:37,639 -> 00:06:39,199] 一个是廉价的崇高感
[00:06:39,199 -> 00:06:40,600] 一个是合法的伤害权
[00:06:40,600 -> 00:06:42,480] 我觉得在这就是很明显的例子
[00:06:42,480 -> 00:06:45,279] 我不敢说在我这说
[00:06:45,279 -> 00:06:47,160] 你为什么中英夹杂的人
[00:06:47,199 -> 00:06:48,959] 就是在做这样的事情
[00:06:49,000 -> 00:06:51,160] 可是我确实是有这样的感觉
[00:06:51,160 -> 00:06:54,040] 我觉得我收到的这些评论
[00:06:54,040 -> 00:06:57,720] 很多人是在并没有去看我的内容的情况下
[00:06:57,720 -> 00:07:00,560] 他也并不在意我的内容是在说什么情况下
[00:07:00,600 -> 00:07:01,959] 听到我中英混杂
[00:07:01,959 -> 00:07:03,720] 然后就直接去进行攻击
[00:07:03,800 -> 00:07:06,000] 他可以就中英混杂这件事情来踩我
[00:07:06,000 -> 00:07:10,000] 踩完我以后他的这个interaction
[00:07:10,000 -> 00:07:12,000] 他的这个交互whatever
[00:07:12,000 -> 00:07:14,000] 他的interaction就结束了
[00:07:14,000 -> 00:07:18,000] 他只不过是在这里找到了一个
[00:07:18,000 -> 00:07:19,000] I don't know
[00:07:19,000 -> 00:07:22,000] 虫膏感或者说是一个伤害犬
[00:07:27,600 -> 00:07:28,560] 在这个过程中
[00:07:28,560 -> 00:07:30,399] 镜头前面的就是你们
[00:07:30,399 -> 00:07:31,199] 我们的观众们
[00:07:31,199 -> 00:07:32,160] 我不想叫粉丝啊
[00:07:32,160 -> 00:07:33,399] 就是我的观众们
[00:07:33,600 -> 00:07:36,439] 我觉得你们就是我可以
[00:07:36,639 -> 00:07:39,199] 就是我这个内心力量的来源吧
[00:07:39,240 -> 00:07:41,360] 我不是说你们去帮我撕逼什么的
[00:07:41,360 -> 00:07:43,199] 我觉得那个东西完全没有必要
[00:07:43,279 -> 00:07:47,000] 但是如果我的视频在任何一个地方
[00:07:47,000 -> 00:07:48,699] 帮到了你或者启发到了你
[00:07:48,699 -> 00:07:50,399] 然后让你变成了一个更好的人
[00:07:50,399 -> 00:07:52,500] 我觉得这个就是我视频内容的意义
[00:07:52,500 -> 00:07:52,800] 是吧
[00:07:52,800 -> 00:07:54,600] 和我做这件事情的意义
[00:07:54,600 -> 00:07:58,100] 所以说我就不会说因为别人说你怎么中阴夹夹
[00:07:58,100 -> 00:08:00,100] 然后我就去改变我的做法
[00:08:00,100 -> 00:08:01,699] 我觉得好吧
[00:08:01,699 -> 00:08:03,399] 你说我确实是不完美的
[00:08:03,399 -> 00:08:06,279] 如果我能做到不中阴夹杂的话我是不做的
[00:08:06,279 -> 00:08:09,439] 但是如果说你只不过是因为我中英夹杂
[00:08:09,439 -> 00:08:12,839] 去来否定我或者说因为中英夹杂来攻击我
[00:08:12,839 -> 00:08:16,319] 那我第一我不会被你伤害到
[00:08:16,319 -> 00:08:18,720] 第二我也不会为你而改变的
[00:08:18,720 -> 00:08:24,680] 我希望就是我愿意为之改变的人和事吧
[00:08:24,680 -> 00:08:27,600] 就是他真的是听懂我在说什么然后真的是愿意跟我之改变的人和事他真的是听懂我在说什么
[00:08:27,600 -> 00:08:29,800] 然后真的是愿意跟我进行一个交流的
[00:08:29,800 -> 00:08:31,959] 我很愿意为你去改变我的想法
[00:08:32,159 -> 00:08:32,639] 好的
[00:08:32,679 -> 00:08:34,759] 这期视频就到这里
[00:08:34,759 -> 00:08:36,159] 我们回头
[00:08:36,200 -> 00:08:36,840] 对了
[00:08:36,840 -> 00:08:39,519] 如果说你对我回国的经历
[00:08:39,840 -> 00:08:42,840] 或者说是职场职业上
[00:08:42,960 -> 00:08:47,840] 中美职场有任何差别有问题的话
[00:08:47,840 -> 00:08:49,080] 就在这个视频下面留言吧
[00:08:49,080 -> 00:08:51,279] 我到时候会一起回答的
[00:08:51,279 -> 00:08:52,120] 那就谢谢大家
[00:08:52,120 -> 00:08:53,039] 我们下期再见
