[00:00:00,000 -> 00:00:01,120] Hello大家好
[00:02:24,840 -> 00:02:29,199] 你到后面可以假设97%到98%特别难增长
[00:02:29,199 -> 00:02:33,199] 那你可以把这个把这些东西放到这个context里边
[00:02:33,199 -> 00:02:37,199] 但是你不应该去用这个图像来误导你的观众
[00:02:37,199 -> 00:02:40,599] 这是第一点 第二点就是你的结论清晰
[00:02:40,599 -> 00:02:42,199] 你的数据可以支持你的结论
[00:02:42,199 -> 00:02:46,719] 然后从数据到结论要清晰易懂
[00:02:47,280 -> 00:02:49,360] 这个东西就是
[00:02:49,520 -> 00:02:52,120] 这是好的数据可视化的一个特征
[00:02:52,400 -> 00:02:55,080] 但是不是一个必要的条件
[00:02:55,240 -> 00:02:56,360] 因为有的数据可视化
[00:02:56,360 -> 00:02:57,840] 只不过是给你展示一下
[00:02:57,840 -> 00:02:59,240] 这个数据长什么样子
[00:02:59,400 -> 00:03:00,919] 它未必有一个结论
[00:03:01,120 -> 00:03:03,280] 但是对于数据科学家来说
[00:03:03,280 -> 00:03:09,240] 尤其就是你的价值就是体现在你从数据中能得到什么结论
[00:03:09,439 -> 00:03:12,879] 你怎么样子去引导你的产品往前走
[00:03:12,879 -> 00:03:13,280] 对吧
[00:03:13,479 -> 00:03:18,080] 所以说结论清晰有力很重要
[00:03:18,120 -> 00:03:22,280] 更重要的是你放一个很复杂的数据可视化
[00:03:22,319 -> 00:03:24,400] 让大家看一分钟才能看懂
[00:03:24,439 -> 00:03:27,000] 那绝大多数人是没有这个时间去看一分钟
[00:03:27,000 -> 00:03:28,840] 或者没有这个注意力去看一分钟了
[00:03:29,000 -> 00:03:30,680] 你一般有一个原则
[00:03:30,840 -> 00:03:33,719] 就是10秒或者说15秒最多
[00:03:33,840 -> 00:03:35,120] 之内
[00:03:35,240 -> 00:03:37,520] 大家就能通过看你的图
[00:03:37,560 -> 00:03:39,080] 自己得出来你的结论
[00:03:39,560 -> 00:03:43,080] 或者说就是可以你结论写上去了
[00:03:43,080 -> 00:03:44,800] 大家15秒能看懂
[00:03:44,800 -> 00:03:47,039] 你的图是怎么样子支持你的结论的
[00:03:47,039 -> 00:03:50,439] 这就是这里边就说到第三点了
[00:03:50,439 -> 00:03:52,080] 第三点可能是审美方面的
[00:03:52,080 -> 00:03:55,800] 就是你的这个图上不要有废话
[00:03:55,800 -> 00:03:58,199] 然后你的重点要标出来
[00:03:58,199 -> 00:04:02,759] 图上不要有废话这个事情其实说起来简单
[00:04:02,759 -> 00:04:05,400] 做起来还是有很多讲究的
[00:04:05,680 -> 00:04:09,599] 比如说你不要有废话
[00:04:09,599 -> 00:04:11,159] 你首先要知道什么是废话
[00:04:11,439 -> 00:04:12,240] 举个例子
[00:04:12,400 -> 00:04:14,919] 就是假设你的图是讲百分比的
[00:04:15,120 -> 00:04:17,399] 然后你要标到图上
[00:04:17,399 -> 00:04:18,879] 可以方便大家一看就知道
[00:04:19,040 -> 00:04:19,920] 这个是多少百分比
[00:04:19,920 -> 00:04:20,959] 那是多少百分比
[00:04:21,279 -> 00:04:23,000] 你要不要精确到小数点后面
[00:04:23,120 -> 00:04:24,279] 这就取决于你的听众
[00:04:24,279 -> 00:04:25,319] 如果你的听众不care把我的小数点后面到底是多少百分比那你要不要精确到小数点后面这就取决于你的听众如果你的听众不care
[00:04:25,319 -> 00:04:27,240] 把我的小数点后面到底是多少
[00:04:27,240 -> 00:04:28,720] 那你就要留一下
[00:04:28,720 -> 00:04:31,000] 比如说25%比15%就好了
[00:04:31,000 -> 00:04:33,839] 你不需要什么25.03%
[00:04:33,839 -> 00:04:35,639] 比15.15%
[00:04:35,639 -> 00:04:38,399] 就是你把这个小数点加上去了以后
[00:04:38,399 -> 00:04:39,680] 看上去很全面
[00:04:39,680 -> 00:04:42,800] 但是其实会影响你的结论的有利
[00:04:42,800 -> 00:04:44,680] 因为大家是需要花时间
[00:04:44,680 -> 00:04:46,279] 去消化这些信息的
[00:04:46,279 -> 00:04:48,439] 他花越多的时间去消化这个信息
[00:04:48,439 -> 00:04:49,800] 他理解的就越慢
[00:04:49,800 -> 00:04:53,120] 理解的越慢就让你的结论更没有利
[00:04:53,120 -> 00:04:58,560] 在另外一方面就是很多时候大家做数据可视化
[00:04:58,560 -> 00:04:59,480] 会进入一个误区
[00:04:59,480 -> 00:05:01,759] 就是我要把这个数据可视化做的复杂
[00:05:01,759 -> 00:05:03,399] 做的看上去很厉害
[00:05:03,399 -> 00:05:04,680] 让大家不明觉厉
[00:05:04,680 -> 00:05:06,439] 这个是就是大错特错的
[00:05:06,439 -> 00:05:07,920] 这也是我接下来想讲的
[00:05:07,920 -> 00:05:09,879] 就是为什么你应该用柱状图
[00:05:09,879 -> 00:05:11,160] 而不是用饼状图
[00:05:11,160 -> 00:05:14,759] 就是你应该让这个图尽可能的表现
[00:05:14,759 -> 00:05:16,399] 把你想表现的信息
[00:05:16,399 -> 00:05:17,879] 给直观的表现出来
[00:05:17,879 -> 00:05:20,879] 你不应该在意这个图看起来多复杂
[00:05:20,879 -> 00:05:22,360] 或者看起来多漂亮
[00:05:22,360 -> 00:05:23,560] 好的数据可视化
[00:05:23,560 -> 00:05:26,000] 绝对不是一个就是漂亮的数据可视化绝对不是一个漂亮的数据可视化
[00:05:26,000 -> 00:05:28,920] 而是传达信息最简单最有力
[00:05:28,920 -> 00:05:32,439] 然后可以最好最快的支持你的结论的数据可视化
[00:05:32,439 -> 00:05:34,800] 最后再多说一点
[00:05:34,800 -> 00:05:39,000] 大家会想到一个数据可视化复杂就是厉害
[00:05:39,000 -> 00:05:43,120] 因为大家可能觉得数据可视化的图是为了用来参考
[00:05:43,120 -> 00:05:44,959] 或者说看很久的东西
[00:05:44,959 -> 00:05:47,680] 但是绝大多数的使用场景
[00:05:47,680 -> 00:05:50,319] 你的数据可视化就是为了传达你的一个结论
[00:05:50,319 -> 00:05:53,600] 所以说比如说你这个数据可视化有三个结论
[00:05:53,600 -> 00:05:57,680] 在这一幅图里边你应该想办法把这一幅图把它分成三幅图
[00:05:57,680 -> 00:06:02,240] 然后每个图去最好最有力的去支持你那一个结论
[00:06:02,240 -> 00:06:04,959] 而不是说一幅图支持三个结论
[00:06:04,959 -> 00:06:05,040] 因为太复杂了仍然这是一个沟通的技巧最有力的去支持你那一个结论而不是说一幅图支持三个结论
[00:06:05,240 -> 00:06:06,399] 因为太复杂了
[00:06:06,399 -> 00:06:08,519] 就是仍然这是一个沟通的技巧
[00:06:09,199 -> 00:06:10,040] 太复杂了以后
[00:06:10,040 -> 00:06:11,680] 你的沟通就没有那么有力了
[00:06:12,120 -> 00:06:12,480] 好
[00:06:12,480 -> 00:06:13,720] 接下来我们就看一下
[00:06:15,160 -> 00:06:16,560] B站和YouTube
[00:06:16,560 -> 00:06:19,839] 他们后台是怎么样子去呈现我的数据的
[00:06:20,040 -> 00:06:21,519] 我打开给大家看一下
[00:06:21,519 -> 00:06:24,240] 然后我再把YouTube上的数据给下载下来
[00:06:24,240 -> 00:06:25,519] 给大家看一下PyChart和Tube上的数据给下载下来给大家看一下
[00:06:25,519 -> 00:06:29,040] 这个pie chart和bar chart到底有什么区别
[00:06:29,040 -> 00:06:32,079] 然后这个柱状图到底有什么样的使用方式
[00:06:32,120 -> 00:06:35,480] 为什么柱状图优于冰状图
[00:06:36,839 -> 00:06:37,639] 好的
[00:06:37,680 -> 00:06:41,360] 那我们这就打开b站的后台
[00:06:41,360 -> 00:06:43,399] 和这是他的数据中心
[00:06:43,560 -> 00:06:45,060] 和YouTube的后台这是他的analytics我们和就是它的数据中心和YouTube的后台
[00:06:45,060 -> 00:06:46,540] 就是它的analytics
[00:06:46,540 -> 00:06:48,620] 我们就可以看一下它的数据
[00:06:48,620 -> 00:06:53,259] 其实他们数据的设置有很多不一样的地方
[00:06:53,259 -> 00:06:57,819] 在我看来YouTube的后台功力实在是比B站高太多了
[00:06:57,819 -> 00:07:00,259] 但是这个东西我们可以单独做一期节目
[00:07:00,259 -> 00:07:05,079] 比如说B站它这只有一个可能我不是很了解
[00:07:05,079 -> 00:07:06,439] 但是它只有一个历史的
[00:07:06,439 -> 00:07:08,480] 所有数据的总和
[00:07:08,480 -> 00:07:10,920] 但是像YouTube你可以自由选择时间
[00:07:10,920 -> 00:07:11,680] 这很重要
[00:07:11,680 -> 00:07:15,319] 因为你最近的趋势和你历史的趋势
[00:07:15,319 -> 00:07:17,720] 可能会告诉你两个完全不同的故事
[00:07:17,720 -> 00:07:20,680] 所以说你能选择时间是很重要的
[00:07:20,680 -> 00:07:25,600] 打开B站上来是一个这个频道
[00:07:25,600 -> 00:07:27,480] 整整整个的历史趋势
[00:07:27,480 -> 00:07:32,319] 这个就是当时我upload了一个这个5纳米工程
[00:07:32,319 -> 00:07:34,680] YouTube呢你也看到一个类似的趋势图
[00:07:34,680 -> 00:07:37,879] 但是他会告诉你你在什么地方upload什么东西
[00:07:37,879 -> 00:07:42,360] 这样的话你可能会知道你是为什么导致了这个趋势的变化
[00:07:42,360 -> 00:07:48,240] 这就是我说的你把这个图数据可视化上做一个相应的解释
[00:07:48,240 -> 00:07:49,600] 非常重要对吧
[00:07:49,600 -> 00:07:52,120] 但是这些东西我们就先不提吧
[00:07:52,120 -> 00:07:56,480] 我们就把今天的话题这个限定在
[00:07:56,480 -> 00:08:00,399] 限定在这个秉状图和柱状图的区别
[00:08:00,399 -> 00:08:04,959] 打开B站你很快就可以看到这个播放来源稿件
[00:08:04,959 -> 00:08:05,000] 然后这是一个秉状图我们刚刚展开了以后你可以看到具体是哪一些打开b站你很快就可以看到这个播放来源稿件
[00:08:05,000 -> 00:08:06,000] 然后这是一个屏障图
[00:08:06,000 -> 00:08:09,000] 我们刚刚展开了以后你可以看到具体是哪一些
[00:08:09,000 -> 00:08:12,000] 但是你觉得这个屏障图好
[00:08:12,000 -> 00:08:14,000] 第一个是这个视频
[00:08:14,000 -> 00:08:17,000] 但是之后的我问你这个是哪个视频
[00:08:17,000 -> 00:08:19,000] 就是很难看清楚
[00:08:19,000 -> 00:08:24,000] 然后你你最后要看这个视频视频的这个呃排比
[00:08:24,000 -> 00:08:25,480] 还是要看这里
[00:08:26,000 -> 00:08:28,480] versus你在YouTube他其实没有告诉你
[00:08:28,480 -> 00:08:31,920] 他这个是只给你了一个相当于只有这一面
[00:08:31,959 -> 00:08:34,120] 只有右边的这一些这个排序
[00:08:34,519 -> 00:08:37,600] 那在在我看来这个信息其实是有用的
[00:08:37,600 -> 00:08:39,600] 但是那个屏障图就是没有用的
[00:08:39,799 -> 00:08:42,960] 我想去看一下
[00:08:43,240 -> 00:08:46,080] 我想去看一下一个具体的排序
[00:08:46,519 -> 00:08:47,879] 我怎么样子去呢
[00:08:48,000 -> 00:08:49,559] 我觉得好像在YouTube这儿
[00:08:49,600 -> 00:08:51,440] 是要进Advanced Mode
[00:08:51,840 -> 00:08:52,799] 然后看到
[00:08:53,240 -> 00:08:54,559] 我看YouTube很奇怪
[00:08:55,440 -> 00:08:56,399] 这个也有这种意思的
[00:08:56,679 -> 00:08:57,720] 它会有一个views
[00:08:57,759 -> 00:08:58,919] 然后和impression
[00:08:59,159 -> 00:09:01,279] impression是外面的人看到了多少
[00:09:01,320 -> 00:09:03,720] 然后views是里面的人看到了多少
[00:09:04,159 -> 00:09:06,840] 我按照来排序的话
[00:09:06,840 -> 00:09:09,759] 我觉得我要看一下附近的
[00:09:09,919 -> 00:09:12,960] 那他会直接告诉你你的前面几个是什么
[00:09:13,200 -> 00:09:14,759] 那我也选10个好了
[00:09:14,919 -> 00:09:21,039] 345678910
[00:09:22,279 -> 00:09:22,799] 对吧
[00:09:23,039 -> 00:09:24,240] 这种柱状图
[00:09:24,399 -> 00:09:28,279] 那我接下来呢我就会把这个数据给下载下来
[00:09:28,279 -> 00:09:31,600] 告诉大家柱状图都有哪一些用法
[00:09:31,600 -> 00:09:37,279] 为什么它比这个柄状图是一个好太多的这个数据可视化的工具了
[00:09:38,919 -> 00:09:39,440] 好的
[00:09:39,440 -> 00:09:42,120] 我们把这个数据下载下来了
[00:09:42,120 -> 00:09:46,000] 然后就看一下现在这个东西我是简单做了一个
[00:09:46,000 -> 00:09:48,000] 就是tablet
[00:09:48,000 -> 00:09:50,000] 然后我简单做了一个柱状图
[00:09:50,000 -> 00:09:52,000] 把它拍下去
[00:09:52,000 -> 00:09:54,000] 那这就很一目了然
[00:09:54,000 -> 00:09:56,000] 首先哪个视频
[00:09:56,000 -> 00:09:58,000] 的这个点击
[00:09:58,000 -> 00:10:00,000] 就是点击哪个视频的观看量
[00:10:00,000 -> 00:10:02,000] 更多哪个视频的观看量更少
[00:10:02,000 -> 00:10:04,000] 非常一目了然
[00:10:04,000 -> 00:10:10,639] 我们在这里给它拉长一点就可以直接显示出来所有的名字和它的观看量
[00:10:10,639 -> 00:10:13,039] 我们也可以把它转换成一个百分比
[00:10:13,039 -> 00:10:16,399] 因为屏中图其实屏中图唯一
[00:10:16,399 -> 00:10:18,360] 那个屏表达的信息是什么
[00:10:18,360 -> 00:10:20,320] 就是加起来是100%
[00:10:20,320 -> 00:10:22,919] 所以说这个信息完全不需要一个屏来表示
[00:10:22,919 -> 00:10:23,200] 对吧
[00:10:23,200 -> 00:10:27,000] 我们这样子的话也可以表示你在这里边
[00:10:27,000 -> 00:10:30,000] 比如说这里加起来是100%写上去也行
[00:10:30,000 -> 00:10:32,000] 或者说你在旁边注明也行
[00:10:32,000 -> 00:10:33,000] 但是这样就很清楚
[00:10:33,000 -> 00:10:37,000] 比如说我的这个视频是这个视频的几倍
[00:10:37,000 -> 00:10:40,000] 一看汇报工作第一原则是这个有效沟通
[00:10:40,000 -> 00:10:43,000] 最近大概三倍就非常清楚
[00:10:43,000 -> 00:10:44,000] 你在这个柄装图
[00:10:44,000 -> 00:10:45,840] 我现在打开一个柄装图我现在打开一个编装图
[00:10:46,039 -> 00:10:47,960] 我靠我这是啥
[00:10:47,960 -> 00:10:48,720] 首先这个是啥
[00:10:48,720 -> 00:10:49,480] 这个是啥
[00:10:49,480 -> 00:10:51,159] 他们之间哪个大哪个小
[00:10:51,200 -> 00:10:52,600] 相对关系是什么
[00:10:52,720 -> 00:10:55,240] 就非常的难受
[00:10:55,240 -> 00:10:55,519] 对吧
[00:10:55,519 -> 00:10:56,600] 你不觉得很难受吗
[00:10:56,600 -> 00:10:58,960] 就是你也不知道这个图到底有什么意思
[00:10:59,000 -> 00:11:00,679] 最后你看你要想看的话
[00:11:00,679 -> 00:11:01,679] 还要看这边
[00:11:01,799 -> 00:11:04,759] 所以说请大家就基本上没有什么
[00:11:04,960 -> 00:11:07,279] 来用编�图的这个机会
[00:11:07,279 -> 00:11:12,080] 除非你要表达就是说这几个加起来比另外几个大很多
[00:11:12,080 -> 00:11:13,919] 但是那种情况很少
[00:11:13,919 -> 00:11:16,799] 就是这个屏障图能讲的故事非常少
[00:11:16,799 -> 00:11:19,919] 基本上柱状图能讲和屏障图一样的故事
[00:11:19,919 -> 00:11:23,919] 然后也更清楚信息含量也更高
[00:11:23,919 -> 00:11:25,519] 也更这个一目了然
[00:11:25,559 -> 00:11:27,960] 而且柱状图有很多种不同的玩法
[00:11:28,240 -> 00:11:33,000] 比如说我看到了我的这些6个题目是吧
[00:11:33,000 -> 00:11:36,000] 然后我的视频有很多
[00:11:37,320 -> 00:11:39,039] 我讲了很多职场的东西
[00:11:39,039 -> 00:11:40,519] 讲了一些非职场的东西
[00:11:40,679 -> 00:11:44,279] 我想看一下到底是职场话题看的人更多
[00:11:44,279 -> 00:11:45,840] 还是非职场话题看的更多还是非职场话题看的更多
[00:11:45,840 -> 00:11:49,200] 那我就简单的把这个做一下分类
[00:11:49,200 -> 00:11:50,960] 比如说这个讲芯片的
[00:11:50,960 -> 00:11:52,679] 讲户外打开方式的
[00:11:52,679 -> 00:11:54,600] 讲其他的
[00:11:54,600 -> 00:11:56,559] 它就是非职场话题
[00:11:56,559 -> 00:11:58,000] 那剩下的是职场话题
[00:11:58,000 -> 00:11:58,960] 我把它分类了以后
[00:11:58,960 -> 00:12:01,639] 同样的这样的一个图
[00:12:01,639 -> 00:12:03,679] 但是我可以用颜色
[00:12:03,679 -> 00:12:08,000] 一目了然的把职场话题和非职场话题的可视化给显示出来
[00:12:08,000 -> 00:12:13,000] 那现在发现好像还是这个非职场话题在这6个里面站的会比较靠前
[00:12:13,000 -> 00:12:18,000] 而且他们的这个就是似乎更受欢迎一点对吧
[00:12:18,000 -> 00:12:24,000] 但是如果你看一下把时间轴往前拉一下的话就会发现可能不是这样
[00:12:24,000 -> 00:12:26,840] 当然如果说你看这个视频
[00:12:26,840 -> 00:12:28,559] 就是在科技行业里有小沟通
[00:12:28,639 -> 00:12:30,159] 它其实是我这个
[00:12:30,600 -> 00:12:32,480] 它其实是我频道上点击
[00:12:32,679 -> 00:12:34,320] 观看量最多的一个视频
[00:12:34,440 -> 00:12:36,879] 所以不同时间会给你不同的结果
[00:12:37,000 -> 00:12:39,399] 就需要你对你对产品本身了解
[00:12:39,559 -> 00:12:41,240] 去有一个hypothesis
[00:12:41,279 -> 00:12:42,879] 最后你的数据才能告诉你
[00:12:42,879 -> 00:12:44,440] 真正你想知道的东西
[00:12:44,639 -> 00:12:48,120] 但是话题说回来就是这个丙状图真的是
[00:12:48,120 -> 00:12:49,759] 如果说我干同样的事情
[00:12:49,759 -> 00:12:51,480] 我干同样的事情
[00:12:51,480 -> 00:12:53,759] 这是智商话题versus非智商话题
[00:12:53,759 -> 00:12:54,320] 好的
[00:12:54,320 -> 00:12:55,919] 我就可能能知道一下
[00:12:55,919 -> 00:12:59,960] 这是我觉得是丙状图唯一有用的东西
[00:12:59,960 -> 00:13:02,559] 就是你可以把它
[00:13:02,559 -> 00:13:05,000] 当你比较两个东西的时候
[00:13:05,000 -> 00:13:06,480] 两个百分比的时候
[00:13:06,480 -> 00:13:08,039] 屏障图可能可以告诉你
[00:13:08,039 -> 00:13:10,399] OK非智商话题比智商话题
[00:13:10,399 -> 00:13:13,600] 它的点击数是更多的
[00:13:13,600 -> 00:13:16,159] 但是这个事情你真的需要一个屏来表示吗
[00:13:16,159 -> 00:13:17,679] 我这样子的话
[00:13:17,679 -> 00:13:19,879] 我用柱状图一样可以表示这件事情
[00:13:19,879 -> 00:13:22,840] 你看我这样子放一下的话
[00:13:22,840 -> 00:13:26,200] 就一样可以表达同样的数据
[00:13:26,200 -> 00:13:30,600] 这个柄桩图真的比柱桩图更有效吗
[00:13:30,600 -> 00:13:32,000] 我觉得不见得
[00:13:32,000 -> 00:13:33,399] 所以说我们总结一下
[00:13:33,399 -> 00:13:37,600] 到底什么样是好的数据可视化
[00:13:37,600 -> 00:13:42,399] 在我看来简洁或者清楚是最重要的
[00:13:42,399 -> 00:13:45,080] 比如说我只是想说我的
[00:13:45,080 -> 00:13:48,320] 非正常话题在最近一段时间的点击比
[00:13:48,320 -> 00:13:49,399] 正常话题更高
[00:13:49,759 -> 00:13:51,600] 我就用这一张图就好了
[00:13:51,639 -> 00:13:54,120] 如果说我想打开具体看一下的话
[00:13:54,120 -> 00:13:56,720] 我可能就会这样子看一下
[00:13:56,720 -> 00:14:01,000] 而且我可能比如说你的视频怎么样子去
[00:14:01,279 -> 00:14:04,080] 怎么样子去排序
[00:14:04,320 -> 00:14:06,440] 比如说你视频怎么样子去排序之类的
[00:14:06,440 -> 00:14:08,600] 都是很讲究的
[00:14:08,600 -> 00:14:11,720] 具体要讲什么故事
[00:14:11,720 -> 00:14:16,399] 你就要去排序也是大家很有力的一个武器
[00:14:16,399 -> 00:14:18,320] 最后不要用冰撞2
[00:14:18,320 -> 00:14:19,320] 不要用冰撞2
[00:14:19,320 -> 00:14:20,600] 不要用冰撞2
[00:14:20,600 -> 00:14:22,480] 撞的事情重复三遍
[00:14:22,480 -> 00:14:23,000] 好的
[00:14:23,000 -> 00:14:27,200] 希望大家刚刚通过我那个小例子
[00:14:27,200 -> 00:14:30,600] 就能体会到一点数据可视化
[00:14:30,600 -> 00:14:32,399] 到底是为了干什么的
[00:14:32,399 -> 00:14:36,000] 数据可视化不是为了让你的PPT变得炫酷
[00:14:36,000 -> 00:14:38,299] 不是为了让大家看到你的东西
[00:14:38,299 -> 00:14:39,700] 数据觉得不明觉厉
[00:14:39,700 -> 00:14:42,899] 而是一个非常有效的分析数据
[00:14:42,899 -> 00:14:46,320] 和最后你展示你自己結論的工具
[00:14:46,320 -> 00:14:47,799] 那回過頭來
[00:14:47,799 -> 00:14:50,720] 剛剛我們沒有展開講的那些部分
[00:14:50,720 -> 00:14:53,559] 就是到底我們應該看什麼樣的數據
[00:14:53,559 -> 00:14:55,039] 和這些數據怎麼看
[00:14:55,039 -> 00:14:58,360] 其實這裡就是大家功力的差別
[00:14:58,360 -> 00:14:59,200] 在我看來
[00:14:59,200 -> 00:15:02,559] YouTube給我看的這些數據是很有用的
[00:15:02,559 -> 00:15:04,960] 尤其比如說是YouTube
[00:15:04,960 -> 00:15:06,399] 你打開YouTube的后台
[00:15:06,399 -> 00:15:08,159] 你就会发现它是想让你看
[00:15:08,159 -> 00:15:10,000] 你的播放时长
[00:15:10,000 -> 00:15:11,519] 和你的播放完成率
[00:15:11,519 -> 00:15:12,799] 在我看来这两点
[00:15:12,799 -> 00:15:14,720] 尤其对于一个小app主来说
[00:15:14,720 -> 00:15:17,919] 是能体现你的这个视频
[00:15:17,919 -> 00:15:22,080] 质量的更有效的数据
[00:15:22,080 -> 00:15:24,080] 如果你比如说你放一个
[00:15:24,080 -> 00:15:26,399] 非常抓眼球的这个标一個非常抓眼球的標題
[00:15:26,399 -> 00:15:28,399] 非常抓眼球的縮略圖
[00:15:28,399 -> 00:15:31,799] 你可能會提高你的視頻的點擊率
[00:15:31,799 -> 00:15:34,399] 但是你可能很多人看進去以後
[00:15:34,399 -> 00:15:36,399] 發現不是那麼一回事就看不完
[00:15:36,399 -> 00:15:38,799] 所以完成率應該是一個
[00:15:38,799 -> 00:15:43,399] 對內容質量的更好的數據維度吧
[00:15:43,399 -> 00:15:45,840] 數據只能幫助驌证你的假设
[00:15:45,840 -> 00:15:48,639] 真正的假设还是要从你对产品
[00:15:48,639 -> 00:15:51,039] 或者你对内容的理解来提出来的
[00:15:51,039 -> 00:15:53,120] 那这些东西我们不着急
[00:15:53,120 -> 00:15:54,240] 慢慢聊
[00:15:54,240 -> 00:15:56,240] 正好这个bilibili和YouTube
[00:15:56,240 -> 00:15:59,799] 也提供了一个挺好的对比的例子
[00:15:59,799 -> 00:16:01,320] 可能大家也看到了以后
[00:16:01,320 -> 00:16:02,399] 也会比较感兴趣
[00:16:02,399 -> 00:16:04,879] 那今天我们这个视频作为一个开始
[00:16:04,879 -> 00:16:05,080] 我们就讲了一下提出来了一下什么是好的数据可视化大家也看到了以后也会比较感兴趣今天我们这个视频作为一个开始
[00:16:06,879 -> 00:16:08,440] 我们就讲了一下提出来了一下什么是好的数据可视化
[00:16:08,799 -> 00:16:11,639] 然后我们把这个通过一个简单的例子
[00:16:11,639 -> 00:16:13,519] 告诉大家不要用屏障图
[00:16:13,879 -> 00:16:16,159] 希望大家以后都不要用屏障图
[00:16:16,200 -> 00:16:18,799] 希望大家感兴趣的话就多多留言
[00:16:19,080 -> 00:16:24,360] 我也会去优先回答大家感兴趣的话题
[00:16:24,720 -> 00:16:25,919] 那今天就到这里了
[00:16:26,080 -> 00:16:26,679] 谢谢大家
