[00:00:00,000 -> 00:00:01,000] Hello大家好
[00:01:31,340 -> 00:01:35,700] 但是你做web3是不是觉得有违校训啊
[00:01:36,659 -> 00:01:38,739] 对这是个很interesting的问题
[00:01:38,739 -> 00:01:42,340] 就是我们还有一个校风叫做行圣欲言
[00:01:42,700 -> 00:01:48,719] 所以我在就是在产生这么一个一個對 Web3 的判斷之前
[00:01:49,120 -> 00:01:51,480] 我想就是有一個 as an engineer
[00:01:51,480 -> 00:01:52,920] 去 build 一些東西
[00:01:52,920 -> 00:01:54,920] 然後對他有一個更一手的一個認識
[00:01:55,400 -> 00:01:56,920] 所以我覺得可以更好的
[00:01:57,680 -> 00:02:00,799] 所以你一開始也是對他有一個懷疑的態度
[00:02:01,079 -> 00:02:03,159] 你去做這些東西是為了更好地了解他
[00:02:04,280 -> 00:02:06,000] 我對現在對他也有一個很懷疑的態度
[00:02:06,000 -> 00:02:08,000] 哦 哈哈哈哈
[00:02:08,000 -> 00:02:10,000] 一開始是特別懷疑
[00:02:10,000 -> 00:02:12,000] 就覺得其實很多web2的人都是這樣的
[00:02:12,000 -> 00:02:14,000] 覺得這什麼東西
[00:02:14,000 -> 00:02:17,000] 這個簡直就是speculation
[00:02:17,000 -> 00:02:21,000] 然後就是各種割韭菜
[00:02:21,000 -> 00:02:23,000] 然後鄰刀比韭菜還多
[00:02:23,000 -> 00:02:24,000] 鄰刀與韭菜齊飛
[00:02:24,000 -> 00:02:26,000] 然後就是這樣的一個情況割韭菜 然后 领导比韭菜还多领导与韭菜齐飞 然后就是这样的一个情况
[00:02:26,000 -> 00:02:27,000] 对
[00:02:27,000 -> 00:02:30,000] 然后你选择的方式不是说去
[00:02:30,000 -> 00:02:33,000] 你选择的方式不是说去
[00:02:33,000 -> 00:02:36,000] 你选择的方式不是去
[00:02:36,000 -> 00:02:39,000] 就是直接去从概念上去批判他
[00:02:39,000 -> 00:02:42,000] 或者说是去跟大家进行讨论
[00:02:42,000 -> 00:02:45,599] 而选择直接动手然后直接从行动中去了解他
[00:02:46,879 -> 00:02:49,000] 对我是一个好奇心比较重的人
[00:02:49,000 -> 00:02:52,840] 就是我对很多不管是一些新的一些技术
[00:02:52,919 -> 00:02:54,719] 或者说一种观念理念
[00:02:54,719 -> 00:02:57,800] 然后我都比较希望去了解他
[00:02:57,800 -> 00:03:00,639] 那要不你能不能跟我们非常快乐的
[00:03:00,639 -> 00:03:01,639] 稍稍讲一下
[00:03:01,680 -> 00:03:04,159] 你这一年做的web3方面的创业
[00:03:04,159 -> 00:03:06,159] 都是做什么方向的我们回头会把技术再稍稍讲一下你这一年做的web3方面的创业都是什么都是做什么方向的
[00:03:06,199 -> 00:03:08,840] 我们回头会把技术再稍稍展开一下
[00:03:08,879 -> 00:03:10,000] 但是你这样先说一下
[00:03:10,000 -> 00:03:11,120] 大家有个了解
[00:03:11,159 -> 00:03:14,039] 对我们是从去年大概11 12月份
[00:03:14,039 -> 00:03:14,919] 开始做的
[00:03:15,159 -> 00:03:16,199] 做了两个项目
[00:03:16,199 -> 00:03:18,000] 第一个是一个纯的一个
[00:03:18,240 -> 00:03:20,800] 一个dap就是一个一个工具
[00:03:20,800 -> 00:03:22,719] 它的那个decentralized app
[00:03:23,039 -> 00:03:27,840] 它是一个给基于以太区块链
[00:03:27,840 -> 00:03:31,080] 不是以太虚拟机的那些所有的那些链
[00:03:31,080 -> 00:03:33,139] 就包括以太链还有很多别的链
[00:03:33,379 -> 00:03:34,280] 像什么Polygon
[00:03:34,639 -> 00:03:36,740] 我们一共Deploy了十几个链
[00:03:36,740 -> 00:03:39,139] 它是一个给大家做一个批量
[00:03:39,740 -> 00:03:41,280] 转账的一个工具
[00:03:41,280 -> 00:03:43,979] 就是更多的是一个2B的面向项目方
[00:03:44,180 -> 00:03:47,000] 它either是一个就是NFT的項目方
[00:03:47,000 -> 00:03:49,000] 或者是一個那種B的項目方
[00:03:49,000 -> 00:03:51,000] 它有一個Airdrop的這麼一個需求
[00:03:51,000 -> 00:03:53,000] 我們給他們用了這樣一個工具
[00:03:53,000 -> 00:03:55,000] 對這是一個收費的工具
[00:03:55,000 -> 00:03:57,000] 做了一個工具
[00:03:57,000 -> 00:03:59,000] 然後後面還有做一些其他東西
[00:03:59,000 -> 00:04:01,000] 對然後第二個項目是
[00:04:01,000 -> 00:04:03,000] 大概今年做了有大半年
[00:04:03,000 -> 00:04:08,139] 是一個NFT的一個實時的analytics
[00:04:08,139 -> 00:04:12,340] 和就是我們在實時的去index和process
[00:04:12,340 -> 00:04:14,539] 所有的NFT的contract
[00:04:14,539 -> 00:04:18,939] 然後會把他們的一些aggregate的一些數據給呈現給大家
[00:04:18,939 -> 00:04:23,540] 然後同時也會讓大家可以去一鍵的去mint這個NFT
[00:04:23,540 -> 00:04:25,959] 大概是這樣的一個東西
[00:04:25,959 -> 00:04:27,879] 所以它可以算作一個
[00:04:28,360 -> 00:04:31,519] 就我們認為它其實是一個介於Web2和Web3之間的一個項目
[00:04:31,519 -> 00:04:33,720] 因為它用了很多Web2的技術
[00:04:34,160 -> 00:04:35,399] 我覺得可不可以這樣理解
[00:04:35,560 -> 00:04:38,639] 就是第一個項目是這個NFT的團購
[00:04:39,199 -> 00:04:42,759] 或者說是團送吧
[00:04:43,079 -> 00:04:43,480] 對啊
[00:04:43,720 -> 00:04:45,199] 就是那個社區�团购
[00:04:45,199 -> 00:04:45,399] 对吧
[00:04:45,399 -> 00:04:47,399] 可以省油费这种感觉
[00:04:47,399 -> 00:04:47,600] 对
[00:04:47,600 -> 00:04:49,000] 第二个项目
[00:04:49,000 -> 00:04:52,600] 大概就是这个股票市场
[00:04:52,600 -> 00:04:56,199] 反正交易发现就是拍卖行
[00:04:56,199 -> 00:04:56,399] 对
[00:04:56,399 -> 00:05:00,600] 第二个其实是像金融市场早就有这样的类似的工具
[00:05:00,600 -> 00:05:03,199] 它就是一个相当于一只大Wallet
[00:05:03,199 -> 00:05:08,000] 对对或者是复图什么的
[00:05:08,000 -> 00:05:11,000] 好的 我们先放这两个项目不谈
[00:05:11,000 -> 00:05:14,000] 我们先讲讲你作为一个行动者
[00:05:14,000 -> 00:05:16,000] 在这里边一年体验
[00:05:16,000 -> 00:05:18,000] 因为我觉得这个经历就是我想要
[00:05:18,000 -> 00:05:20,000] 但是我自己没有builder的能力
[00:05:20,000 -> 00:05:23,000] 所以说我没有办法去做的一件事情
[00:05:23,000 -> 00:05:26,800] 我确实我相信我们的一件事情就是我確實我相信我們一開始的感覺是一樣的
[00:05:26,800 -> 00:05:30,240] 就是聽了很多人去說這個web3
[00:05:30,240 -> 00:05:31,439] 然後去說區塊鏈
[00:05:31,439 -> 00:05:35,120] 然後感覺他們說的這些東西特別不靠譜
[00:05:35,120 -> 00:05:38,480] 對吧就是那種割韭菜的鐮刀的感覺
[00:05:38,480 -> 00:05:40,720] 然後有很多偷換概念的東西
[00:05:40,720 -> 00:05:43,600] 但是又似乎覺得這裡邊有一些技術
[00:05:43,600 -> 00:05:45,000] 我們似乎好像聽不懂
[00:05:45,000 -> 00:05:46,000] 或者說覺得有點用
[00:05:46,000 -> 00:05:48,000] 又覺得裡面有點真的東西在
[00:05:48,000 -> 00:05:51,000] 所以說你在這裡邊做了一年以後
[00:05:51,000 -> 00:05:53,000] 你講講你的整體的體驗吧
[00:05:53,000 -> 00:05:55,000] 一年前和現在你的對這個東西
[00:05:55,000 -> 00:05:57,000] 你說你現在還是懷疑對吧
[00:05:57,000 -> 00:05:58,000] 但是肯定是一個不一樣的懷疑了
[00:05:58,000 -> 00:06:01,000] 對我在回答你的問題之前
[00:06:01,000 -> 00:06:02,000] 我想加一點點的background
[00:06:02,000 -> 00:06:07,279] 就是我一直對創業比較有熱誠和動力
[00:06:07,279 -> 00:06:10,579] 然後其實我在做區塊鏈的這個Site Project之前
[00:06:10,579 -> 00:06:14,480] 還有一小段的跟另外一些朋友去做那種
[00:06:14,480 -> 00:06:17,680] 就Web2的一些創業項目
[00:06:17,680 -> 00:06:20,079] 然後我們當時發現作為一個創業者
[00:06:20,079 -> 00:06:24,480] 在現在再來做Web2他痛點實在是太多了
[00:06:24,480 -> 00:06:26,600] 最簡單的一個點就是說
[00:06:26,600 -> 00:06:29,040] 比如說我們現在做一個2C的APP
[00:06:29,040 -> 00:06:30,339] 然後因為大家都用手機
[00:06:30,339 -> 00:06:32,040] 所以我們得做一個mobile APP
[00:06:32,040 -> 00:06:34,800] 你做一個mobile APP你首先要go through
[00:06:34,800 -> 00:06:36,800] 一個很長的一個
[00:06:36,800 -> 00:06:38,199] 可能安卓好一點
[00:06:38,199 -> 00:06:40,100] 但是你放到iOS上的話
[00:06:40,100 -> 00:06:43,300] 其實是一個很長的一個過程
[00:06:43,300 -> 00:06:45,000] 但是你如果做web3
[00:06:45,000 -> 00:06:49,000] 你publish一個網站就兩下就搞定的事情
[00:06:49,000 -> 00:06:52,000] 沒人來那個censor你
[00:06:52,000 -> 00:06:54,000] 然後其實你作為一個創業者
[00:06:54,000 -> 00:06:56,000] 他的體驗是好很多的
[00:06:56,000 -> 00:06:59,000] 因為他畢竟是一個那種
[00:06:59,000 -> 00:07:01,000] 還是一個那種野蠻西部的感覺
[00:07:01,000 -> 00:07:02,000] 我覺得
[00:07:02,000 -> 00:07:03,000] Wild West
[00:07:03,000 -> 00:07:04,000] Richard也講過這個
[00:07:04,000 -> 00:07:05,759] 對對對是這樣的那創業體驗那种野蛮西部的感觉我觉得Wild West那个对Richard也讲过这个对对对是这样的
[00:07:05,759 -> 00:07:08,240] 就是那创业体验好
[00:07:08,240 -> 00:07:10,279] 那接下来我们听听你的故事
[00:07:10,279 -> 00:07:12,480] 就是你在这里边
[00:07:12,480 -> 00:07:14,040] 你一开始创业的时候
[00:07:14,040 -> 00:07:16,040] 你有在这里边赚到钱吗
[00:07:16,040 -> 00:07:20,560] 或者说是在这里边你有接触到一些投资
[00:07:20,560 -> 00:07:23,399] 因为你刚刚提到你是一个野生的创业者
[00:07:23,399 -> 00:07:24,800] 意思就是说你不太玩
[00:07:24,800 -> 00:07:26,800] 那个web3的圈子對吧
[00:07:26,800 -> 00:07:29,199] 因為我發現web3的人特別喜歡混圈子
[00:07:29,199 -> 00:07:31,000] 你加一個群誇誇一百個群
[00:07:31,000 -> 00:07:33,800] 大家天天亂亂開conference也不知道在說什麼
[00:07:33,800 -> 00:07:34,600] 這個我可以吐槽
[00:07:34,600 -> 00:07:35,800] 來吐槽一下
[00:07:35,800 -> 00:07:39,800] 他們我們接觸了一些VC一些cryptoVC
[00:07:39,800 -> 00:07:42,399] 然後有一些不錯的
[00:07:42,399 -> 00:07:45,800] 但也有就是體驗不那麼好的
[00:07:45,800 -> 00:07:47,519] 就是對
[00:07:47,519 -> 00:07:48,759] Web3它是這樣的
[00:07:48,759 -> 00:07:50,560] 它的那個創投它有兩類
[00:07:50,560 -> 00:07:51,600] 一種是那種
[00:07:51,600 -> 00:07:53,680] Web3應用
[00:07:53,680 -> 00:07:55,000] 比如說Skype這種
[00:07:55,000 -> 00:07:56,439] 還有一種是那種
[00:07:56,439 -> 00:07:57,800] Infrastructure
[00:07:57,800 -> 00:07:59,639] 他們投資Blockchain的Infrastructure
[00:07:59,639 -> 00:08:02,439] 跟這樣的那種VC聊的體驗就會好很多
[00:08:02,439 -> 00:08:04,720] 對這是我們的一個感受
[00:08:04,720 -> 00:08:06,959] 聊了多少种VC聊的体验就会好很多嗯对这是我们的一个感受聊了多少个VC
[00:08:06,959 -> 00:08:10,319] 大概有三四个这样子
[00:08:10,319 -> 00:08:14,959] 那你们的圈子是只是VC的圈子
[00:08:14,959 -> 00:08:16,879] 还是比如创业者可能有圈子
[00:08:16,879 -> 00:08:17,920] 炒币的人有圈子
[00:08:17,920 -> 00:08:23,839] 然后web3就是我自己的一些一点点的体验
[00:08:23,839 -> 00:08:26,399] 就是这种圈子里边一边会有
[00:08:26,399 -> 00:08:28,000] 一般会有几个意见领袖是吧
[00:08:28,000 -> 00:08:29,680] 然后这个意见领袖就在说啊
[00:08:29,680 -> 00:08:30,680] web series是未来
[00:08:30,680 -> 00:08:32,759] 然后我们这个东西是怎么这么好
[00:08:32,799 -> 00:08:34,879] 然后就有点像这种密集轰炸的广告
[00:08:34,879 -> 00:08:35,559] 让你觉得对
[00:08:35,559 -> 00:08:36,399] web series是未来
[00:08:36,399 -> 00:08:36,960] 反正说多了
[00:08:36,960 -> 00:08:38,159] 你就信了这种感觉
[00:08:38,200 -> 00:08:40,000] 然后再接下来就是有一群人说
[00:08:40,000 -> 00:08:42,279] 啊怎么怎么就是带着带着小弟
[00:08:42,279 -> 00:08:44,039] 就是他们可能不懂
[00:08:44,080 -> 00:08:45,720] 可能心里也有一些怀疑
[00:08:45,720 -> 00:08:47,480] 但是就是多了就戏了
[00:08:47,519 -> 00:08:50,240] 啊再就有一些可能头脑清醒
[00:08:50,240 -> 00:08:51,200] 或者说是
[00:08:51,240 -> 00:08:54,159] 啊真的在这里边有一些批判性思维
[00:08:54,159 -> 00:08:55,600] 或者说是独立思考的人
[00:08:55,600 -> 00:08:57,240] 这些人反而大多数不发声
[00:08:57,240 -> 00:08:58,960] 因为他们没有办法去
[00:08:59,000 -> 00:09:00,039] 就是在这
[00:09:00,080 -> 00:09:03,240] 在这么多庞杂的噪音里边去
[00:09:03,279 -> 00:09:05,120] 把他们的信息给讲出来
[00:09:05,120 -> 00:09:06,200] 且被大家听懂了
[00:09:06,200 -> 00:09:07,039] 对是的
[00:09:07,039 -> 00:09:09,759] 你这个观察很有意思
[00:09:09,759 -> 00:09:12,879] 就是有一个比较低的是这样的
[00:09:12,879 -> 00:09:16,039] 比较高一点的是他会写一个white paper
[00:09:16,039 -> 00:09:19,080] 然后white paper以后他会就是圈一些
[00:09:19,080 -> 00:09:21,879] 一种community里面的最早的他的支持者
[00:09:21,879 -> 00:09:25,279] 然后他们会去做一些Alpha test
[00:09:25,279 -> 00:09:27,039] 然後他們在launch他們project
[00:09:27,039 -> 00:09:28,000] 會有一個roadmap
[00:09:28,639 -> 00:09:30,759] 然後所以他們確實是會
[00:09:30,759 -> 00:09:32,440] VC也喜歡找那樣的
[00:09:32,440 -> 00:09:35,320] 就是他們所謂產生和輸出觀點的
[00:09:35,320 -> 00:09:36,960] 就是比如說你能夠寫一個
[00:09:37,240 -> 00:09:38,919] 比較convincing的一個white paper
[00:09:38,960 -> 00:09:42,240] 然後這樣就會你成為了一個某方面的
[00:09:42,240 -> 00:09:43,120] 一個意見領袖
[00:09:43,120 -> 00:09:43,799] 像你說的
[00:09:43,840 -> 00:09:46,279] 他們會比較青睐这样的一个人
[00:09:47,080 -> 00:09:52,440] 这个white paper的创业路径和这个web2的创业路径
[00:09:52,440 -> 00:09:56,120] 你觉得就是首先它是一个典型的web3创业路径嘛
[00:09:56,120 -> 00:10:00,440] 然后它这个创业路径和web2的创业路径有什么特别大的不一样
[00:10:00,879 -> 00:10:04,559] 这个其实是我在做这个对比的时候发现的一个
[00:10:04,559 -> 00:10:06,000] 我也很想share的一个东西
[00:10:06,000 -> 00:10:11,000] 就是我觉得web2的更make sense
[00:10:11,000 -> 00:10:14,000] 就是我们做web2它是先有一个产品
[00:10:14,000 -> 00:10:16,000] 它一定是先有一个产品
[00:10:16,000 -> 00:10:17,000] 然后它gain了traction
[00:10:17,000 -> 00:10:19,000] 大家都很喜欢
[00:10:19,000 -> 00:10:22,000] 它才去慢慢的去upgrade它的一些infrastructure
[00:10:22,000 -> 00:10:23,000] 或者whatever
[00:10:23,000 -> 00:10:25,399] 它才去慢慢的升级他的技术
[00:10:25,399 -> 00:10:28,840] 但是web3给我的感觉是他会先
[00:10:28,840 -> 00:10:33,279] 就是给扔出来一个特别酷炫的一个infrastructure
[00:10:33,279 -> 00:10:37,279] 说我可以支持多少的这么一个level的一个transaction
[00:10:37,279 -> 00:10:37,879] 打个比方
[00:10:37,879 -> 00:10:41,080] 但是大家并没有发现一个就真正的
[00:10:41,080 -> 00:10:43,320] 他很喜欢用的一个web3的这样一个产品
[00:10:43,320 -> 00:10:45,600] 这是我觉得一个很尴尬的地方
[00:10:46,299 -> 00:10:48,799] 这就讲到了一个挺重要的观察
[00:10:48,799 -> 00:10:51,799] 就是你觉得他不是一个产品先行的
[00:10:52,299 -> 00:10:53,500] 在跟那个Richard聊的
[00:10:53,500 -> 00:10:55,200] 也有一些人讨论也是这种感觉
[00:10:55,299 -> 00:10:59,200] 就是大家都仿佛在说这个技术怎么牛逼
[00:10:59,500 -> 00:10:59,899] 对吧
[00:11:00,100 -> 00:11:03,500] 但是很难找到他具体解决了什么问题
[00:11:03,500 -> 00:11:06,200] 又或者说大家对这个技術的需求到底是哪
[00:11:06,200 -> 00:11:09,600] 或者在講這個真正的需求的解決這個需求的時候
[00:11:09,600 -> 00:11:11,299] 就有很多偷換概念的地方
[00:11:12,899 -> 00:11:15,500] 對 我覺得這個來源很有意思
[00:11:15,500 -> 00:11:18,899] 我也不知道我無法解釋他們為什麼有這麼的一個很大的區別
[00:11:18,899 -> 00:11:21,200] 但是我想說的是可能我還是
[00:11:21,500 -> 00:11:23,899] 所謂亞馬遜的那種思維是work backwards
[00:11:23,899 -> 00:11:24,399] 對
[00:11:24,399 -> 00:11:28,120] 就是AWS和為什麼他比Google它更早做出來
[00:11:28,120 -> 00:11:29,320] 就有個段子就說
[00:11:29,320 -> 00:11:31,960] Google的工程師在討論哪個牛逼的架構的時候
[00:11:31,960 -> 00:11:33,759] 亞馬遜已經把它寫出來了
[00:11:33,759 -> 00:11:36,039] 就我先寫出來10個人你先拿去用
[00:11:36,039 -> 00:11:37,279] 然後當有100個用戶的時候
[00:11:37,279 -> 00:11:39,840] 我再去scale它去讓它可以支持100個人
[00:11:39,840 -> 00:11:41,240] 就是這樣的一個思路
[00:11:41,240 -> 00:11:43,279] 所以我覺得它的
[00:11:43,279 -> 00:11:45,919] 可能so far最成功的是一些Defi的應用吧
[00:11:45,919 -> 00:11:48,080] 像什麼Uniswap這些東西
[00:11:48,080 -> 00:11:49,200] 他也支持他
[00:11:49,200 -> 00:11:51,039] Blockchain native的一些應用
[00:11:51,039 -> 00:11:54,440] 然後所謂他真正的要去搶Web2的那個
[00:11:54,440 -> 00:11:56,799] 就Web3可能就這麼多
[00:11:56,799 -> 00:11:57,679] Web2有這麼多
[00:11:57,679 -> 00:12:00,080] 他要去搶Web2的產生他的市場的時候
[00:12:00,080 -> 00:12:01,919] 現在還沒有一個拿得出手的項目
[00:12:01,919 -> 00:12:02,399] 我覺得
[00:12:02,399 -> 00:12:05,799] 這個點我覺得特別值得展開一下
[00:12:05,799 -> 00:12:07,200] 就是第一
[00:12:07,200 -> 00:12:10,279] web3的應用是和web2截然不同的應用
[00:12:10,279 -> 00:12:13,120] 還是它其實是去把web2做的事情
[00:12:13,120 -> 00:12:14,919] 再用新的技術重做一遍
[00:12:15,200 -> 00:12:16,120] 這是問題一
[00:12:16,120 -> 00:12:19,440] 然後第二就是它如果是後者的話
[00:12:19,440 -> 00:12:22,399] 它這裡邊到底有沒有什麼真正的優勢
[00:12:23,200 -> 00:12:24,720] 這是很好的問題
[00:12:24,720 -> 00:12:27,840] 就是說我覺得是兩種觀點的人都有
[00:12:27,840 -> 00:12:28,440] 嗯
[00:12:28,700 -> 00:12:30,740] 有一些人就覺得他們
[00:12:30,740 -> 00:12:32,500] Web2, Web3就應該
[00:12:32,500 -> 00:12:34,240] 他們都不太喜歡Web3這個詞可能
[00:12:34,240 -> 00:12:34,639] 嗯
[00:12:34,639 -> 00:12:35,740] 他們更喜歡說啊
[00:12:35,740 -> 00:12:37,240] 我們就做Blockchain native
[00:12:37,240 -> 00:12:38,480] 這是因為Blockchain
[00:12:38,480 -> 00:12:40,480] 他就是支持一些Transaction
[00:12:40,480 -> 00:12:42,539] Permissionless的那個交易
[00:12:42,539 -> 00:12:43,740] 那我們就去做一些
[00:12:44,179 -> 00:12:46,000] 可以支持這個交易把它做得更好的做點對點的這樣一個交易那我們就去做一些可以支持這個交易
[00:12:46,000 -> 00:12:47,080] 把它做得更好的
[00:12:47,080 -> 00:12:49,320] 做點對點的這樣一個交易的這些東西
[00:12:49,320 -> 00:12:52,440] 我們不管是支持更多的TPS的交易啊
[00:12:52,440 -> 00:12:53,440] 或者什麼的
[00:12:53,440 -> 00:12:55,679] 那還有一些人他們就可能更
[00:12:56,759 -> 00:12:58,480] 更那個思路更開闊一些
[00:12:58,480 -> 00:13:01,200] 他們就想去把那個
[00:13:01,200 -> 00:13:03,639] Web3的一些概念或者技術運用到
[00:13:03,639 -> 00:13:05,740] 所謂的Web2的成熟的市場裡面去
[00:13:06,440 -> 00:13:07,600] 這是兩種路線吧
[00:13:07,600 -> 00:13:08,080] 我覺得
[00:13:08,200 -> 00:13:08,759] 嗯
[00:13:08,799 -> 00:13:10,960] 其實我對這個的看法是
[00:13:12,240 -> 00:13:12,960] 嗯
[00:13:13,519 -> 00:13:16,519] 有可能會有人走出來這樣一個東西
[00:13:17,039 -> 00:13:19,519] 就是把Web3的技術給他
[00:13:19,919 -> 00:13:21,919] 跟跟Web2很好的結合
[00:13:22,360 -> 00:13:23,799] 但是so far我還沒有看到
[00:13:23,799 -> 00:13:24,559] to be honest
[00:13:25,000 -> 00:13:27,000] 你有這樣的思考嗎
[00:13:27,000 -> 00:13:29,000] 這個是一個可行的路徑
[00:13:29,000 -> 00:13:33,000] 還是一個其實是脫褲子放屁
[00:13:33,000 -> 00:13:38,000] 這個其實我們可以說的一個更相關
[00:13:38,000 -> 00:13:43,000] 但可能更大一點的一個context
[00:13:43,000 -> 00:13:47,200] 我以前打個硬管我以前寫過一篇公眾號文章
[00:13:47,200 -> 00:13:50,399] 這裡面就講到反壟斷的事情
[00:13:50,399 -> 00:13:53,100] 然後我認為壟斷的來源其實是數據
[00:13:53,100 -> 00:13:55,200] 這當然不是我原創的idea
[00:13:55,200 -> 00:13:56,600] 但是數據這個東西
[00:13:56,600 -> 00:13:59,399] 它一方面它成了一個資本資產
[00:13:59,399 -> 00:14:01,200] 一方面它成了一個
[00:14:01,200 -> 00:14:03,200] 你可以叫它生產資料或者什麼的
[00:14:03,200 -> 00:14:08,360] 如果說有一種東西它可能可以解決這個問題的話
[00:14:08,360 -> 00:14:11,440] 我覺得Blockchain它可能是有這個機會的
[00:14:11,440 -> 00:14:16,720] 因爲Blockchain它從技術上讓你去access這個數據
[00:14:16,720 -> 00:14:20,639] 你去分享這個數據和你去own這個數據
[00:14:20,639 -> 00:14:24,320] 它從技術上使得它比Web2更具備這個可能性
[00:14:24,320 -> 00:14:26,720] 這個和Richard的觀點蠻像的
[00:14:26,720 -> 00:14:29,720] 就是它的decentralized power
[00:14:29,720 -> 00:14:31,919] 對 這是這裡面很重要的一點
[00:14:31,919 -> 00:14:36,039] 就是感覺so far聽下來
[00:14:36,039 -> 00:14:39,200] 就是原理上它是有一個更好的可能性的
[00:14:39,200 -> 00:14:42,279] 但是在應用上的話確實又沒有看到
[00:14:42,279 -> 00:14:43,919] 然後我們現在也不知道
[00:14:43,919 -> 00:14:46,039] 阻止它产生
[00:14:46,039 -> 00:14:48,399] 这个应用的是技术不够成熟
[00:14:48,519 -> 00:14:51,159] 没有杀手机的可能没有发明是吧
[00:14:51,159 -> 00:14:53,080] 有的时候发明是比较偶然性的
[00:14:53,120 -> 00:14:55,039] 还是因为一些什么原因
[00:14:55,039 -> 00:14:56,519] 导致它本质不可行
[00:14:56,639 -> 00:14:58,600] 起码我们现在没有一个特别明确的
[00:14:58,639 -> 00:15:01,279] 这种逻辑去说
[00:15:01,279 -> 00:15:03,080] 它在原理上是不可行的
[00:15:03,519 -> 00:15:05,000] 对首先我觉得需要說一點的是
[00:15:05,000 -> 00:15:07,000] Web3就是blockchain
[00:15:07,000 -> 00:15:10,000] 有人說它是一個新技術
[00:15:10,000 -> 00:15:12,000] 但它某種程度上也不算一個新技術
[00:15:12,000 -> 00:15:15,000] 因為它還是基於經典計算機
[00:15:15,000 -> 00:15:17,000] 就是還是一些算法
[00:15:17,000 -> 00:15:18,000] 甚至一些數據結構
[00:15:18,000 -> 00:15:20,000] 它是基於那個merkle tree
[00:15:20,000 -> 00:15:22,000] 最重要的一個數據結構是基於merkle tree
[00:15:22,000 -> 00:15:23,000] 也叫hash tree
[00:15:23,000 -> 00:15:27,600] 就是它可以對數的時間度去判斷這個 block
[00:15:27,600 -> 00:15:29,200] 它是不是屬於這個 Tree 的
[00:15:29,200 -> 00:15:31,899] 然後這個技術也不是新技術
[00:15:31,899 -> 00:15:35,600] 像你在那個跟 Richard 視頻裡面提到 P2P 就用了這個技術
[00:15:35,600 -> 00:15:41,200] 大家老一輩的那個互聯網人都用過 BT 下種子
[00:15:41,200 -> 00:15:43,100] 那個種子就是它的 root hash
[00:15:43,100 -> 00:15:47,000] 然後剩下的大家都是�相傳的那些block
[00:15:47,000 -> 00:15:49,000] 其實是類似的技術
