[00:00:00,000 -> 00:00:01,320] Hello大家好
[00:01:23,280 -> 00:01:25,040] 我们自己有这样的经历就是说平时的时候的训练到了关键时的时候发挥的不太好我们自己有这样的经历
[00:01:25,040 -> 00:01:30,879] 就是说平时的时候的训练到了关键时刻发挥不出来应该有的效果
[00:01:30,879 -> 00:01:33,920] 不是我说他怎么样做好的
[00:01:33,920 -> 00:01:36,359] 古爱玲其实自己有一篇这个essay
[00:01:36,359 -> 00:01:39,560] 她在纽约时报上发了一篇essay
[00:01:39,560 -> 00:01:44,640] 就是讲她是怎么样子去跟这个fear跟恐惧共处的
[00:01:44,640 -> 00:01:45,519] 那今天呢
[00:01:45,519 -> 00:01:48,519] 我就本来是给我妹妹去讲这篇聊这篇文章
[00:01:48,519 -> 00:01:52,400] 我后来发现其实它里边说的很多东西对我们都挺有帮助的
[00:01:52,400 -> 00:01:56,879] 我就当一次国外联合开会表把这个文章去跟大家分享一下
[00:01:56,879 -> 00:02:00,879] 这里先说一下我这里是合法用使用VPN
[00:02:00,879 -> 00:02:02,480] 有政府授权的
[00:02:02,480 -> 00:02:06,519] 所以说是一个合法去看这个文章的行为
[00:02:06,519 -> 00:02:08,840] 这个文章是在2月初
[00:02:08,840 -> 00:02:11,840] 就是前几天才在纽约时报上发的
[00:02:11,840 -> 00:02:15,840] 古埃林讲的就是他作为一个职业运动员
[00:02:15,840 -> 00:02:18,439] 对恐惧这个东西的理解
[00:02:18,439 -> 00:02:22,520] 他说恐惧其实是有三种不同的情绪在里边
[00:02:22,520 -> 00:02:24,879] 它是一个大的散撞的情绪
[00:02:24,879 -> 00:02:26,439] 里面有三种不同的情绪在里边它是一个大的散撞的情绪里边有三种不同的情绪
[00:02:26,439 -> 00:02:28,960] 一个是excitement激动
[00:02:28,960 -> 00:02:31,800] 一个是uncertainty不确定性
[00:02:31,800 -> 00:02:33,840] 还有一个是pressure压力
[00:02:33,840 -> 00:02:36,479] 他其实对这件事情做了一个非常形象的解释
[00:02:37,159 -> 00:02:40,000] 他说他站在大的slope之前
[00:02:40,159 -> 00:02:42,520] 他其实这是一个很危险的东西
[00:02:42,520 -> 00:02:43,000] 对吧
[00:02:43,039 -> 00:02:44,439] 他在之前会做很多
[00:02:44,439 -> 00:02:46,479] 不管是在泡沫上
[00:02:46,479 -> 00:02:51,400] 还是在空气袋子Airbag上
[00:02:51,400 -> 00:02:53,400] 做的这些练习
[00:02:53,400 -> 00:02:54,280] 但是这些练习
[00:02:54,280 -> 00:02:55,879] 你到了雪上以后
[00:02:55,879 -> 00:02:58,479] 那肯定雪上还是一个货真价实的东西
[00:02:58,479 -> 00:03:00,560] 你那些训练做得再怎么充分
[00:03:00,560 -> 00:03:04,800] 也没有办法真正帮你准备在雪上之前的那一下
[00:03:04,800 -> 00:03:06,800] 而且你是50米的跳台
[00:03:06,800 -> 00:03:08,879] 你是用非常高的速度冲下去
[00:03:08,879 -> 00:03:11,319] 然后把你一下子扔到天上
[00:03:11,319 -> 00:03:13,400] 在天上去做各种高难度的旋转
[00:03:13,400 -> 00:03:15,520] 最后还要安全落地
[00:03:15,520 -> 00:03:17,199] 如果这个时候出了一点问题的话
[00:03:17,199 -> 00:03:19,680] 你的身体可能都是会受很大的伤的
[00:03:20,280 -> 00:03:23,120] 这个时候自然而然的恐惧就来了
[00:03:23,120 -> 00:03:26,319] 但是古埃林是特别爱恐惧的
[00:03:26,319 -> 00:03:29,919] 她是说有自己和这个fear是有一个love affair
[00:03:29,919 -> 00:03:32,840] 然后她对恐惧是一个hopeless romantic
[00:03:32,840 -> 00:03:37,680] 就是她对这个恐惧是有一个真实的这个爱 热爱的
[00:03:37,680 -> 00:03:41,879] 那她这个她说她是怎么准备的呢
[00:03:41,879 -> 00:03:45,919] 首先就是当她站在那个slope之上的时候呢
[00:03:45,919 -> 00:03:48,479] 他的胸腔他就说的很具体
[00:03:48,479 -> 00:03:50,439] 就是从这到这之间呢
[00:03:50,439 -> 00:03:51,919] 会有一个结的感觉
[00:03:51,939 -> 00:03:56,680] 就是这个有一个巨大的这个揪心的感觉会出来
[00:03:56,680 -> 00:03:58,520] 那他这个时候做的呢
[00:03:58,539 -> 00:04:00,439] 就是他会去visualize
[00:04:00,439 -> 00:04:08,000] 他去把这个他每一个步每一步都那个都去在脑海中完全的浮现出来
[00:04:08,000 -> 00:04:09,000] 里面讲得很具体
[00:04:09,000 -> 00:04:11,000] 就是他在先做什么
[00:04:11,000 -> 00:04:13,000] 他去讲他做身体的旋转
[00:04:13,000 -> 00:04:14,000] 然后起来了以后
[00:04:14,000 -> 00:04:16,000] 包括看到了头顶蓝天
[00:04:16,000 -> 00:04:19,000] 包括听到耳边的空气
[00:04:19,000 -> 00:04:21,000] 在他的耳朵里边都像音乐一样
[00:04:21,000 -> 00:04:23,000] 就是讲得非常非常具体
[00:04:23,000 -> 00:04:25,959] 然后在这个Visualize好了之后
[00:04:26,439 -> 00:04:28,720] 他就能感觉到胸中的那个结
[00:04:28,720 -> 00:04:29,920] 就这样散开了
[00:04:29,920 -> 00:04:33,040] 然后全身就充满着各种各样的动力
[00:04:33,839 -> 00:04:36,279] 然后马上他这个时候下去
[00:04:36,319 -> 00:04:39,279] 要去做这个动作的时候
[00:04:39,279 -> 00:04:41,120] 他的状态是最好的
[00:04:41,360 -> 00:04:44,160] 但是这里边紧跟着
[00:04:44,160 -> 00:04:45,279] 很有可能又会出来
[00:04:45,279 -> 00:04:46,279] 另外一种情绪
[00:04:46,279 -> 00:04:47,639] 就是uncertainty
[00:04:47,759 -> 00:04:49,040] 就是不确定性
[00:04:49,040 -> 00:04:52,439] 当不确定性超过了你对这件事情的
[00:04:52,439 -> 00:04:53,279] 自信的时候
[00:04:53,279 -> 00:04:57,279] 你的大脑很快的就会陷入到恐惧之中
[00:04:57,319 -> 00:05:02,560] 而且这个是人的进化过程中发展出来的
[00:05:02,560 -> 00:05:04,279] 一个非常自然的保护
[00:05:04,279 -> 00:05:08,839] 就是一个非常生理非常自然非常本能的一个保护机制
[00:05:08,839 -> 00:05:10,759] 然后手就会出汗
[00:05:10,759 -> 00:05:14,720] 然后他的这个结又紧起来了
[00:05:14,720 -> 00:05:19,680] 然后他每一他每一口呼吸都会比上一口呼吸更浅
[00:05:19,680 -> 00:05:22,199] 所以说在这个时候你去做
[00:05:22,199 -> 00:05:23,800] 你的动作也会非常紧张
[00:05:23,800 -> 00:05:25,480] 然后你在往下的时候
[00:05:25,480 -> 00:05:26,560] 你的动作无法舒展
[00:05:26,560 -> 00:05:29,720] 你会去把自己给那个收紧起来
[00:05:29,720 -> 00:05:34,360] 试图降低你到时候受伤的时候的这个
[00:05:34,600 -> 00:05:35,959] 嗯伤害吧
[00:05:36,199 -> 00:05:37,959] 嗯所以说
[00:05:38,079 -> 00:05:40,680] 嗯我觉得我自己在滑雪的时候就有很多这个问题
[00:05:40,680 -> 00:05:43,319] 就是我每当这个滑的真的顺起来了以后
[00:05:43,319 -> 00:05:45,759] 我就脑子中不让速度一快嘛
[00:05:45,759 -> 00:05:47,800] 我就不自觉的就会害怕
[00:05:47,800 -> 00:05:48,920] 害怕自己会撞
[00:05:48,920 -> 00:05:50,879] 想象自己会撞的各种各种样子
[00:05:50,879 -> 00:05:52,959] 然后我的整个身体就需要紧缩起来
[00:05:52,959 -> 00:05:55,600] 但是其实越紧缩的时候越是容易受伤的
[00:05:55,800 -> 00:06:00,360] 他就讲了这个职业运动员是在excitement或者
[00:06:00,360 -> 00:06:03,279] excitement或者说你的confidence和excitement之间
[00:06:03,319 -> 00:06:10,560] 找到这个区域是可以让你发挥出最好的成绩,然后去避免很多的障碍。
[00:06:10,560 -> 00:06:26,720] 最后呢,他又讲了自己怎么样子去寻找这个自信,就是说你无论面前是有全世界的观众也好,还是只有他自己去训练的时候也好他的confidence是来自于自己是来自于self esteem
[00:06:26,720 -> 00:06:28,759] 是自己对自己的认同
[00:06:28,759 -> 00:06:32,560] 而不是external的这些别人给他的赞许
[00:06:32,560 -> 00:06:34,079] 我觉得这个真的是很重要
[00:06:34,079 -> 00:06:35,759] 是我非常非常羡慕他的一点
[00:06:35,759 -> 00:06:38,519] 之前我采访木桐的视频里边
[00:06:38,519 -> 00:06:42,839] 他也提到自虚力和外驱力的区别
[00:06:42,839 -> 00:06:45,519] 当你的驱动力是来自于外界的时候
[00:06:45,519 -> 00:06:47,839] 这个东西迟早是不可持续的
[00:06:47,839 -> 00:06:49,600] 你也会自我非常迷失
[00:06:49,600 -> 00:06:51,839] 但是当你的驱动力是来自于自己
[00:06:51,839 -> 00:06:55,240] 尤其当你的自信是来自于自己的时候
[00:06:55,240 -> 00:06:57,839] 那你才可能有这种不断提高
[00:06:57,839 -> 00:07:01,639] 然后不断的去突破极限的可能性
[00:07:01,639 -> 00:07:05,199] 我觉得大家在平时日常的生活工作中
[00:07:05,199 -> 00:07:06,959] 也尽量的去寻找这些
[00:07:06,959 -> 00:07:10,120] 当然了你的生日加薪什么的
[00:07:10,120 -> 00:07:12,079] 都是依赖于其他人
[00:07:12,079 -> 00:07:14,519] 所以说可能很难做到像他这样
[00:07:14,519 -> 00:07:16,399] 去在挑战人类的极限过程中
[00:07:16,399 -> 00:07:18,240] 去建立这么强大的自信
[00:07:18,240 -> 00:07:20,519] 但是我觉得不管怎么样
[00:07:20,839 -> 00:07:22,240] 就是古爱玲的这篇essay
[00:07:22,240 -> 00:07:24,000] 帮我们提供了很多路
[00:07:24,000 -> 00:07:27,600] 如果我稍稍总结一下这个文章的话
[00:07:27,600 -> 00:07:30,399] 我觉得他作为一个职业的运动员
[00:07:30,399 -> 00:07:32,839] 他去真的达到了人类的极限
[00:07:32,839 -> 00:07:36,720] 他是这个星球上做这项运动做得最好的一个人
[00:07:36,720 -> 00:07:42,079] 而且真的这个大心脏是我们每个人看到都非常感动的时候
[00:07:42,079 -> 00:07:44,079] 就是他在最大的舞台上
[00:07:44,079 -> 00:07:45,399] 最强的对手面前
[00:07:45,399 -> 00:07:48,800] 做了一个最大胆的决定
[00:07:48,800 -> 00:07:50,699] 而且这个决定最后pay off了
[00:07:50,699 -> 00:07:52,100] 帮他拿到了金牌
[00:07:52,100 -> 00:07:54,000] 我平时视频是不追热点的
[00:07:54,000 -> 00:07:59,199] 但是我觉得这个事件和他对这些事情的理解
[00:07:59,199 -> 00:08:05,000] 和他的这些IC都是运动员们给我们留下的非常非常宝贵的财富
[00:08:05,000 -> 00:08:08,000] 我也希望能帮助他更好的激励到大家
[00:08:08,000 -> 00:08:10,000] 起码激励到我妹妹
[00:08:10,000 -> 00:08:11,000] 好的那谢谢大家
[00:08:11,000 -> 00:08:12,000] 我们下期再见
